CountryID,TechID,Age,TransTypeID,VehTypeID,MassCatID,EngineID,FuelID,NumVeh
9,140.0,4,1.0,3.0,2.0,14.0,1.0,20.412857142857145
9,140.0,5,1.0,3.0,2.0,14.0,1.0,20.412857142857145
9,140.0,6,1.0,3.0,2.0,14.0,1.0,20.412857142857145
9,140.0,7,1.0,3.0,2.0,14.0,1.0,183.71571428571428
9,140.0,8,1.0,3.0,2.0,14.0,1.0,244.95428571428573
9,140.0,9,1.0,3.0,2.0,14.0,1.0,326.60571428571427
9,140.0,10,1.0,3.0,2.0,14.0,1.0,306.1928571428571
9,140.0,11,1.0,3.0,2.0,14.0,1.0,224.54142857142853
9,140.0,12,1.0,3.0,2.0,14.0,1.0,224.54142857142853
9,140.0,13,1.0,3.0,2.0,14.0,1.0,142.89
9,140.0,14,1.0,3.0,2.0,14.0,1.0,102.0642857142857
9,140.0,15,1.0,3.0,2.0,14.0,1.0,81.65142857142857
9,140.0,16,1.0,3.0,2.0,14.0,1.0,61.23857142857143
9,140.0,17,1.0,3.0,2.0,14.0,1.0,61.23857142857143
9,140.0,18,1.0,3.0,2.0,14.0,1.0,20.412857142857145
9,150.0,4,1.0,3.0,2.0,3.0,1.0,20.412857142857145
9,150.0,5,1.0,3.0,2.0,3.0,1.0,20.412857142857145
9,150.0,6,1.0,3.0,2.0,3.0,1.0,20.412857142857145
9,150.0,7,1.0,3.0,2.0,3.0,1.0,183.71571428571428
9,150.0,8,1.0,3.0,2.0,3.0,1.0,244.95428571428573
9,150.0,9,1.0,3.0,2.0,3.0,1.0,326.60571428571427
9,150.0,10,1.0,3.0,2.0,3.0,1.0,306.1928571428571
9,150.0,11,1.0,3.0,2.0,3.0,1.0,224.54142857142853
9,150.0,12,1.0,3.0,2.0,3.0,1.0,224.54142857142853
9,150.0,13,1.0,3.0,2.0,3.0,1.0,142.89
9,150.0,14,1.0,3.0,2.0,3.0,1.0,102.0642857142857
9,150.0,15,1.0,3.0,2.0,3.0,1.0,81.65142857142857
9,150.0,16,1.0,3.0,2.0,3.0,1.0,61.23857142857143
9,150.0,17,1.0,3.0,2.0,3.0,1.0,61.23857142857143
9,150.0,18,1.0,3.0,2.0,3.0,1.0,20.412857142857145
9,160.0,4,1.0,3.0,2.0,4.0,1.0,20.412857142857145
9,160.0,5,1.0,3.0,2.0,4.0,1.0,20.412857142857145
9,160.0,6,1.0,3.0,2.0,4.0,1.0,20.412857142857145
9,160.0,7,1.0,3.0,2.0,4.0,1.0,183.71571428571428
9,160.0,8,1.0,3.0,2.0,4.0,1.0,244.95428571428573
9,160.0,9,1.0,3.0,2.0,4.0,1.0,326.60571428571427
9,160.0,10,1.0,3.0,2.0,4.0,1.0,306.1928571428571
9,160.0,11,1.0,3.0,2.0,4.0,1.0,224.54142857142853
9,160.0,12,1.0,3.0,2.0,4.0,1.0,224.54142857142853
9,160.0,13,1.0,3.0,2.0,4.0,1.0,142.89
9,160.0,14,1.0,3.0,2.0,4.0,1.0,102.0642857142857
9,160.0,15,1.0,3.0,2.0,4.0,1.0,81.65142857142857
9,160.0,16,1.0,3.0,2.0,4.0,1.0,61.23857142857143
9,160.0,17,1.0,3.0,2.0,4.0,1.0,61.23857142857143
9,160.0,18,1.0,3.0,2.0,4.0,1.0,20.412857142857145
9,170.0,4,1.0,3.0,2.0,5.0,1.0,20.412857142857145
9,170.0,5,1.0,3.0,2.0,5.0,1.0,20.412857142857145
9,170.0,6,1.0,3.0,2.0,5.0,1.0,20.412857142857145
9,170.0,7,1.0,3.0,2.0,5.0,1.0,183.71571428571428
9,170.0,8,1.0,3.0,2.0,5.0,1.0,244.95428571428573
9,170.0,9,1.0,3.0,2.0,5.0,1.0,326.60571428571427
9,170.0,10,1.0,3.0,2.0,5.0,1.0,306.1928571428571
9,170.0,11,1.0,3.0,2.0,5.0,1.0,224.54142857142853
9,170.0,12,1.0,3.0,2.0,5.0,1.0,224.54142857142853
9,170.0,13,1.0,3.0,2.0,5.0,1.0,142.89
9,170.0,14,1.0,3.0,2.0,5.0,1.0,102.0642857142857
9,170.0,15,1.0,3.0,2.0,5.0,1.0,81.65142857142857
9,170.0,16,1.0,3.0,2.0,5.0,1.0,61.23857142857143
9,170.0,17,1.0,3.0,2.0,5.0,1.0,61.23857142857143
9,170.0,18,1.0,3.0,2.0,5.0,1.0,20.412857142857145
9,171.0,4,1.0,3.0,2.0,15.0,1.0,20.412857142857145
9,171.0,5,1.0,3.0,2.0,15.0,1.0,20.412857142857145
9,171.0,6,1.0,3.0,2.0,15.0,1.0,20.412857142857145
9,171.0,7,1.0,3.0,2.0,15.0,1.0,183.71571428571428
9,171.0,8,1.0,3.0,2.0,15.0,1.0,244.95428571428573
9,171.0,9,1.0,3.0,2.0,15.0,1.0,326.60571428571427
9,171.0,10,1.0,3.0,2.0,15.0,1.0,306.1928571428571
9,171.0,11,1.0,3.0,2.0,15.0,1.0,224.54142857142853
9,171.0,12,1.0,3.0,2.0,15.0,1.0,224.54142857142853
9,171.0,13,1.0,3.0,2.0,15.0,1.0,142.89
9,171.0,14,1.0,3.0,2.0,15.0,1.0,102.0642857142857
9,171.0,15,1.0,3.0,2.0,15.0,1.0,81.65142857142857
9,171.0,16,1.0,3.0,2.0,15.0,1.0,61.23857142857143
9,171.0,17,1.0,3.0,2.0,15.0,1.0,61.23857142857143
9,171.0,18,1.0,3.0,2.0,15.0,1.0,20.412857142857145
9,181.0,4,1.0,3.0,2.0,6.0,1.0,20.412857142857145
9,181.0,5,1.0,3.0,2.0,6.0,1.0,20.412857142857145
9,181.0,6,1.0,3.0,2.0,6.0,1.0,20.412857142857145
9,181.0,7,1.0,3.0,2.0,6.0,1.0,183.71571428571428
9,181.0,8,1.0,3.0,2.0,6.0,1.0,244.95428571428573
9,181.0,9,1.0,3.0,2.0,6.0,1.0,326.60571428571427
9,181.0,10,1.0,3.0,2.0,6.0,1.0,306.1928571428571
9,181.0,11,1.0,3.0,2.0,6.0,1.0,224.54142857142853
9,181.0,12,1.0,3.0,2.0,6.0,1.0,224.54142857142853
9,181.0,13,1.0,3.0,2.0,6.0,1.0,142.89
9,181.0,14,1.0,3.0,2.0,6.0,1.0,102.0642857142857
9,181.0,15,1.0,3.0,2.0,6.0,1.0,81.65142857142857
9,181.0,16,1.0,3.0,2.0,6.0,1.0,61.23857142857143
9,181.0,17,1.0,3.0,2.0,6.0,1.0,61.23857142857143
9,181.0,18,1.0,3.0,2.0,6.0,1.0,20.412857142857145
9,190.0,0,1.0,3.0,3.0,1.0,1.0,1.7117397454031118
9,190.0,1,1.0,3.0,3.0,1.0,1.0,5.135219236209335
9,190.0,2,1.0,3.0,3.0,1.0,1.0,6.846958981612447
9,190.0,3,1.0,3.0,3.0,1.0,1.0,3.423479490806224
9,190.0,4,1.0,3.0,3.0,1.0,1.0,1.7117397454031118
9,190.0,5,1.0,3.0,3.0,1.0,1.0,3.423479490806224
9,190.0,6,1.0,3.0,3.0,1.0,1.0,10.27043847241867
9,190.0,7,1.0,3.0,3.0,1.0,1.0,32.523055162659126
9,190.0,8,1.0,3.0,3.0,1.0,1.0,17.11739745403112
9,190.0,9,1.0,3.0,3.0,1.0,1.0,11.982178217821785
9,190.0,10,1.0,3.0,3.0,1.0,1.0,17.11739745403112
9,190.0,11,1.0,3.0,3.0,1.0,1.0,13.693917963224894
9,190.0,12,1.0,3.0,3.0,1.0,1.0,17.11739745403112
9,190.0,13,1.0,3.0,3.0,1.0,1.0,6.846958981612447
9,190.0,14,1.0,3.0,3.0,1.0,1.0,10.27043847241867
9,190.0,16,1.0,3.0,3.0,1.0,1.0,10.27043847241867
9,190.0,17,1.0,3.0,3.0,1.0,1.0,1.7117397454031118
9,190.0,21,1.0,3.0,3.0,1.0,1.0,1.7117397454031118
9,200.0,0,1.0,3.0,3.0,14.0,1.0,1.7117397454031118
9,200.0,1,1.0,3.0,3.0,14.0,1.0,5.135219236209335
9,200.0,2,1.0,3.0,3.0,14.0,1.0,6.846958981612447
9,200.0,3,1.0,3.0,3.0,14.0,1.0,3.423479490806224
9,200.0,4,1.0,3.0,3.0,14.0,1.0,1.7117397454031118
9,200.0,5,1.0,3.0,3.0,14.0,1.0,3.423479490806224
9,200.0,6,1.0,3.0,3.0,14.0,1.0,10.27043847241867
9,200.0,7,1.0,3.0,3.0,14.0,1.0,32.523055162659126
9,200.0,8,1.0,3.0,3.0,14.0,1.0,17.11739745403112
9,200.0,9,1.0,3.0,3.0,14.0,1.0,11.982178217821785
9,200.0,10,1.0,3.0,3.0,14.0,1.0,17.11739745403112
9,200.0,11,1.0,3.0,3.0,14.0,1.0,13.693917963224894
9,200.0,12,1.0,3.0,3.0,14.0,1.0,17.11739745403112
9,200.0,13,1.0,3.0,3.0,14.0,1.0,6.846958981612447
9,200.0,14,1.0,3.0,3.0,14.0,1.0,10.27043847241867
9,200.0,16,1.0,3.0,3.0,14.0,1.0,10.27043847241867
9,200.0,17,1.0,3.0,3.0,14.0,1.0,1.7117397454031118
9,200.0,21,1.0,3.0,3.0,14.0,1.0,1.7117397454031118
9,210.0,0,1.0,3.0,3.0,3.0,1.0,1.7117397454031118
9,210.0,1,1.0,3.0,3.0,3.0,1.0,5.135219236209335
9,210.0,2,1.0,3.0,3.0,3.0,1.0,6.846958981612447
9,210.0,3,1.0,3.0,3.0,3.0,1.0,3.423479490806224
9,210.0,4,1.0,3.0,3.0,3.0,1.0,1.7117397454031118
9,210.0,5,1.0,3.0,3.0,3.0,1.0,3.423479490806224
9,210.0,6,1.0,3.0,3.0,3.0,1.0,10.27043847241867
9,210.0,7,1.0,3.0,3.0,3.0,1.0,32.523055162659126
9,210.0,8,1.0,3.0,3.0,3.0,1.0,17.11739745403112
9,210.0,9,1.0,3.0,3.0,3.0,1.0,11.982178217821785
9,210.0,10,1.0,3.0,3.0,3.0,1.0,17.11739745403112
9,210.0,11,1.0,3.0,3.0,3.0,1.0,13.693917963224894
9,210.0,12,1.0,3.0,3.0,3.0,1.0,17.11739745403112
9,210.0,13,1.0,3.0,3.0,3.0,1.0,6.846958981612447
9,210.0,14,1.0,3.0,3.0,3.0,1.0,10.27043847241867
9,210.0,16,1.0,3.0,3.0,3.0,1.0,10.27043847241867
9,210.0,17,1.0,3.0,3.0,3.0,1.0,1.7117397454031118
9,210.0,21,1.0,3.0,3.0,3.0,1.0,1.7117397454031118
9,220.0,0,1.0,3.0,3.0,4.0,1.0,1.7117397454031118
9,220.0,1,1.0,3.0,3.0,4.0,1.0,5.135219236209335
9,220.0,2,1.0,3.0,3.0,4.0,1.0,6.846958981612447
9,220.0,3,1.0,3.0,3.0,4.0,1.0,3.423479490806224
9,220.0,4,1.0,3.0,3.0,4.0,1.0,1.7117397454031118
9,220.0,5,1.0,3.0,3.0,4.0,1.0,3.423479490806224
9,220.0,6,1.0,3.0,3.0,4.0,1.0,10.27043847241867
9,220.0,7,1.0,3.0,3.0,4.0,1.0,32.523055162659126
9,220.0,8,1.0,3.0,3.0,4.0,1.0,17.11739745403112
9,220.0,9,1.0,3.0,3.0,4.0,1.0,11.982178217821785
9,220.0,10,1.0,3.0,3.0,4.0,1.0,17.11739745403112
9,220.0,11,1.0,3.0,3.0,4.0,1.0,13.693917963224894
9,220.0,12,1.0,3.0,3.0,4.0,1.0,17.11739745403112
9,220.0,13,1.0,3.0,3.0,4.0,1.0,6.846958981612447
9,220.0,14,1.0,3.0,3.0,4.0,1.0,10.27043847241867
9,220.0,16,1.0,3.0,3.0,4.0,1.0,10.27043847241867
9,220.0,17,1.0,3.0,3.0,4.0,1.0,1.7117397454031118
9,220.0,21,1.0,3.0,3.0,4.0,1.0,1.7117397454031118
9,230.0,0,1.0,3.0,3.0,5.0,1.0,1.7117397454031118
9,230.0,1,1.0,3.0,3.0,5.0,1.0,5.135219236209335
9,230.0,2,1.0,3.0,3.0,5.0,1.0,6.846958981612447
9,230.0,3,1.0,3.0,3.0,5.0,1.0,3.423479490806224
9,230.0,4,1.0,3.0,3.0,5.0,1.0,1.7117397454031118
9,230.0,5,1.0,3.0,3.0,5.0,1.0,3.423479490806224
9,230.0,6,1.0,3.0,3.0,5.0,1.0,10.27043847241867
9,230.0,7,1.0,3.0,3.0,5.0,1.0,32.523055162659126
9,230.0,8,1.0,3.0,3.0,5.0,1.0,17.11739745403112
9,230.0,9,1.0,3.0,3.0,5.0,1.0,11.982178217821785
9,230.0,10,1.0,3.0,3.0,5.0,1.0,17.11739745403112
9,230.0,11,1.0,3.0,3.0,5.0,1.0,13.693917963224894
9,230.0,12,1.0,3.0,3.0,5.0,1.0,17.11739745403112
9,230.0,13,1.0,3.0,3.0,5.0,1.0,6.846958981612447
9,230.0,14,1.0,3.0,3.0,5.0,1.0,10.27043847241867
9,230.0,16,1.0,3.0,3.0,5.0,1.0,10.27043847241867
9,230.0,17,1.0,3.0,3.0,5.0,1.0,1.7117397454031118
9,230.0,21,1.0,3.0,3.0,5.0,1.0,1.7117397454031118
9,240.0,0,1.0,3.0,3.0,6.0,1.0,1.7117397454031118
9,240.0,1,1.0,3.0,3.0,6.0,1.0,5.135219236209335
9,240.0,2,1.0,3.0,3.0,6.0,1.0,6.846958981612447
9,240.0,3,1.0,3.0,3.0,6.0,1.0,3.423479490806224
9,240.0,4,1.0,3.0,3.0,6.0,1.0,1.7117397454031118
9,240.0,5,1.0,3.0,3.0,6.0,1.0,3.423479490806224
